Horizontal Bias 1,Horizontal Bias 10,Horizontal Bias 25,Horizontal Bias 50,Horizontal Bias 75,Horizontal Bias 100
0.05272331138186439,-0.03148865746435297,-0.006656929115517348,0.004472663758079419,0.07334474352102413,-0.044991059723296235
0.007719509893936828,-0.032304586043632746,-0.008075642903520803,-0.0036514249904141646,0.04786829225409622,-0.06025889279885608
0.008937919331449254,-0.013882792249383009,-0.00763358289797789,-0.0111249367256447,0.049930877363514564,-0.05936859026685725
0.005350070176171777,0.016516723752911647,-0.020774279546612137,0.0019238618818691968,0.09413010303970383,-0.025877396296478908
-0.00022417564935918422,0.04372906869972961,0.012760333517126382,0.00541079421289837,0.09720132401317924,-0.0459037888072384
0.01905655700938294,0.06974744262770058,0.006753642623268604,-0.0026190273072358283,0.05195565788608645,-0.008169916685197768
-0.018238203536981808,0.08422842658450667,0.016008871241340747,0.01089369670417945,0.10281921714913855,0.004504246952341959
-0.016562300696386374,0.04387925241551068,0.02185430779328821,0.03923722740332728,0.08710640280714568,0.00015609428539022582
0.0147567101010341,0.017392588243741652,0.06040497539311786,0.049027353386360856,0.09437505439718039,0.00059149693480291
0.045644182817087965,0.02745010136533308,0.0018359326893606649,0.07263187126598376,0.09780681282855216,0.010275915032736456
0.08760318251107299,0.011875225382575306,-0.016658054340797077,0.07451478210039501,0.035684228687813076,0.014737747116886309
0.08296334297064314,0.03104527790309989,-0.010161178551148599,0.06447802180718847,0.026620796267955122,0.07316164988331002
0.08841090651594267,0.011589059737228577,-0.013294245080017756,0.06698688461222174,0.00574298047394184,0.032092635681310495
0.1534336988302376,0.01195529977562314,-0.001318461171050381,0.07481279558873219,0.03663899983577626,0.026683784056578647
0.0891831062557458,0.013052040303611625,0.012436863853368545,0.10326591235013448,0.047601208938040686,0.06192259923407115
0.1252794799742258,0.03969962648320179,0.00647758525906577,0.10729683423457886,0.02703430343547216,0.09177438423000737
0.12239238982715417,0.024729102284201093,0.032933047105267683,0.11586983922111917,0.08083159290841314,0.05579797685901415
0.11032003172957547,0.007621261991581503,0.023669529407210087,0.18785799216477525,0.08429336712819917,0.04550855061521364
0.035448685827745435,0.0017882708568196862,0.016782622941776754,0.12066951322938309,0.09522746333129867,0.012976854633149628
0.023135811647556438,-0.02370936080122084,0.006619384250485472,0.13384190482542815,0.08672513917126563,0.04463821496878341
0.028386633674870043,0.0026225199947052086,0.011422299161859101,0.1496619107922894,0.12887756599006417,0.08481432623343563
0.044486401405621476,0.015376607436114024,0.02179305472859226,0.16279369838874513,0.12887756599006417,0.1255559607605484
0.044486401405621476,0.028209000117915536,0.012369303603475379,0.1148609347231233,0.12098228367678217,0.15102388798989955
0.045018948593356346,0.0033447647669945977,0.029496171732766297,0.12792159168210476,0.11199537692862344,0.12372384710039679
0.051389300747104905,0.02289613583034542,0.0156067226418945,0.12792159168210476,0.15226289706336127,0.15204020211874714
0.051389300747104905,0.06616649931588595,0.015849684431647797,0.12089639200525831,0.15540098740705285,0.1463837640821917
0.16983587776524947,0.04991504947918046,0.021661885685279235,0.05456990427352123,0.10442308414643872,0.17999279046446134
0.1440708500596693,0.028741807757786397,0.06517577865242387,0.06837282747432091,0.15263114110965814,0.1771135978484284
0.09369603480006582,-0.008380346474659227,0.00507965536626931,0.06837282747432091,0.15263114110965814,0.18009297335651933
0.09534492209003789,0.015724395110369514,-0.0015145030892917471,0.04266000566985919,0.16626876732065002,0.19928636906159916
0.09446668360785632,0.020236275533359452,-0.027293741991866023,0.035525572943001626,0.14903254727103174,0.15265095502454393
0.040008337549813394,0.03364809064902009,-0.030040943793445293,0.03575722303268677,0.14757664111702856,0.15407481515889446
0.08455228048950723,0.04487341604325124,-0.030040943793445293,0.03367122603852864,0.12173844740564338,0.17821046445720276
0.09377595022562261,0.011054607392450682,-0.033385881443254405,0.021426185903373387,0.1425779081003046,0.182344902351904
0.08104418878922835,0.028043123555560545,-0.05670300937295377,0.03510725630004176,0.17805434030516523,0.1741534777811034
0.1314786929390689,0.009367252030732626,-0.05142670851087951,0.027194024173341477,0.19267960708684342,0.16834273141281741
0.149547800210191,0.012460727610077656,-0.02060813454788108,0.01978226920161873,0.15978731657266051,0.19081544375096127
0.16103252319647388,-0.018028574045770428,0.021133922822125388,0.04224787816845269,0.12340434580242093,0.14814520510257906
0.13023421560879728,-0.01137169686344313,0.021734645825914348,0.042868821148497174,0.12839782935353627,0.14150844810663216
0.14430520760901605,-0.02034988040078876,0.04815423953331393,0.05837070539612376,0.16373900347860554,0.14489929958370365
0.1696860742384244,-0.026833554182152566,0.049247434029888806,0.05379613597507796,0.19760320803677864,0.17562748866400735
0.1820945472177116,0.0019741827839160667,0.05836777179835295,0.05504274753636941,0.18487363236824889,0.18947230850123936
0.21431844159592733,0.03741927093191517,0.034619243769268844,0.10461256317478933,0.19132186302549287,0.18740371579686038
0.20886455826797123,0.03999227891556507,0.026070782261982922,0.09765469694849216,0.15001075534893868,0.17840653275101137
0.2128013841588095,0.04455915351417939,0.058163023229162496,0.10271256543249116,0.15454457533494195,0.1769136739420369
0.21059993717978664,0.06310316592891328,0.033541956472180404,0.1126065918466981,0.19590672507256082,0.18686402482448716
0.2073176273289474,0.0319112521108029,0.02600758953551061,0.10614479997070508,0.18024286355804847,0.23151108438218715
0.24388809797966,0.04074415665272358,0.06836643205152354,0.11562054767755528,0.1825212326090266,0.23255431786307293
0.2709304653837264,0.0250299623033652,0.07856338767172331,0.0884538689105905,0.20506012195063036,0.28996308405937443
0.2188385949499133,0.03177944184575853,0.04739693465863907,0.08354822276152618,0.20604072799787262,0.23228486542845206
0.19582398712947316,0.07222400889468018,-0.0016408844055508028,0.09418715325127533,0.1887863387649781,0.20552293408977396
0.19423942753077278,0.049548040995472616,-0.0016408844055508028,0.05898626500241551,0.19177858848165724,0.2112749870292541
0.17093005149493756,0.09346360090702703,0.03123202967752406,0.05551748987192309,0.18035467809880057,0.19771973035689017
0.24340433997516348,0.11408211996260613,0.029188565822180674,0.08486705462144785,0.19564846401631544,0.18794436558147262
0.2258049883243353,0.2205371408998622,0.014471148524800517,0.10502962984853739,0.20223398311398869,0.2416626356354008
0.22238115220487076,0.18665599664754698,0.0027356830652035978,0.08040182405400301,0.2163690126072308,0.22035324028475034
0.2976571651179635,0.1599185497466912,0.042830856311264945,0.06909331708957846,0.22459285942201002,0.2583155480609283
0.3011033099220411,0.21022741363110278,0.05025981111414351,0.03912606808292371,0.1283451599214709,0.24139101091804632
0.30921802340022125,0.21101239764908947,0.07288921982172654,0.048854496057562716,0.18457647150020876,0.26834173541337414
0.26011116534776013,0.16621699336822698,0.0780461469300343,0.08130715864179425,0.14070743616299106,0.23971481633300448
0.3123977614060516,0.2183117637908723,0.051454494668538166,0.09712043457659558,0.12636720384450956,0.2393905342715498
0.3069837602473423,0.22268723865399317,0.030389891275898587,0.08416911821238665,0.10274407702524946,0.18346090817373956
0.2825978812914281,0.23057523130886462,0.022181352678630153,0.09792454310754681,0.1436524339911552,0.1661583211090711
0.2825978812914281,0.26596342976591336,0.04043866429938812,0.11149096236715174,0.25752292704046725,0.16481672427491978
0.26396227208331857,0.21070152760810135,0.10164438416190301,0.13463015697347974,0.24467027602383615,0.1082194522207985
0.27523487289409937,0.17675769046764256,0.09465715994827184,0.09587694079541728,0.15061749146003012,0.10873526490780398
0.3154078206146397,0.13795346021141355,0.08040286658422217,0.10532492309655297,0.15540242931189632,0.08905112636992665
0.2835014695781252,0.13726175982516148,0.10259958588978449,0.10532492309655297,0.170075574546229,0.08684538178421489
0.2625375295584519,0.12350339276685664,0.1320078456234794,0.17163482731691088,0.16093856169781653,0.14195811695979305
0.28049306337216856,0.12849219499537332,0.10875502603616517,0.09996594375402705,0.10530787143243822,0.139953141302695
0.22704695958558094,0.12009361107057179,0.10785673593940737,0.1302193299580007,0.07248521709057913,0.13492002441696624
0.2735491595121587,0.12778486695031813,0.14936144034545784,0.11080525379095332,0.0812455602093979,0.1302899120659211
0.2839303085404906,0.0687836466259833,0.1690260618713993,0.11080525379095332,0.11475781803563084,0.14231469223749546
0.29952621937876395,0.04213166900062148,0.17315507342702038,0.1336246838035709,0.08851104868264992,0.08550930723353281
0.32133645771530506,0.028227352164558104,0.10839253976953889,0.1390677869526896,0.14387626460120193,0.10485412339814758
