Density 0.1,Density 0.2,Density 0.3
0.007996823650830487,-0.002121749004993572,-0.006398737288827325
0.004259226553502778,-0.004939641217276815,-0.007671166532324656
0.0029546637095922233,-0.006120466650398443,-0.007525404719632479
0.0029546637095922233,-0.005636614614180784,-0.004348481222667082
0.004767909261884362,-0.005876300274900806,-0.002947057312415094
-0.001728334120764245,-0.0059403308158978915,-0.00212616296234112
-0.0014586728895866834,-0.005686740714403904,-0.000818491784404618
-0.005824605357316578,-0.005975960231446828,-0.002318186193708491
-0.00791998041197117,-0.0031920078194815353,-0.006725024384223851
-0.005728512697504408,0.00013648993549442013,-0.0054387332713792405
-0.009452114078718689,-0.0018528002428044987,-0.005008473824930206
-0.00462088947399466,-0.0016305005750811743,-0.003112499046397026
0.0018160989554026567,-0.0040483612645372076,-0.004663978883775007
-0.0021356879114703122,-0.003690922149983259,-0.005075709705654558
-0.011522130848571184,-0.006184450922127231,-0.0028381288274786816
-0.015549654986281792,-0.008317340625966348,-0.00303273613515832
-0.016090983427149225,-0.008176229375551111,-0.0029912741491863576
-0.02053760857931413,-0.006455696630716734,-0.006004540112220259
-0.017732601350825092,-0.001951871172898815,-0.005292959429940972
-0.02220326616971941,-0.0048351449786864726,-0.0075280721362715715
-0.021260499210840948,-0.007138882701180804,-0.0057288667327633006
-0.021472817032177127,-0.005863238512921848,-0.005836674460357945
-0.012060857671929957,-0.009095350792464912,-0.0026421031522570397
-0.003453383683997398,-0.004678337691631098,-0.006582334645364204
-0.003102813787626583,-0.006783623850244002,-0.0053972200737146675
-0.0001048565634319325,-0.004151593079229863,-0.004526904095590089
-0.00013588245561148055,-0.006570077150289309,-0.006810483718333429
-0.003343350653763522,-0.004818600376289989,-0.007103552470280605
-0.0008560954319321367,-0.008439416878340189,-0.003784367600333393
0.004780425312061674,-0.009206800146661639,-0.002167199165492871
0.009968776240999759,-0.008227980595430345,-0.004946391486922506
-0.0009410889376285693,-0.00560846209319042,-0.0019797841333383465
0.0052048541751760265,-0.004421660885024808,0.0001966994752916551
0.011821007962482512,-0.005957215433380583,-0.0034937979058008955
0.004057953735709367,-0.0017362823030614323,0.0015976658229761192
0.010053133223379697,-5.428523974964867e-05,-0.002210420473498055
0.005891036571971542,-0.0036046214846999166,-0.005235202085365268
0.006137436991525028,-0.008627198414664899,-0.0033964045995154733
0.016194065970856476,-0.006316999048413208,-0.005375632825961592
0.022283372204341487,-0.0059310191457853205,-0.007234296496344563
0.015430627541528633,-0.003195463120042106,-0.0061393700900196704
0.010785914929485493,-0.002207701415529638,-0.006399056780123552
0.010630388081879412,-0.0013288875162503948,0.001010936889115438
0.00859396593704874,-0.0024302545804829245,0.0022316084672039994
0.008689495592586097,0.001262428296454925,0.0004250213448442206
0.008265475670678566,0.00026532847667805386,2.9323228386671517e-05
-0.0002451299976613657,-0.0016677639668841399,-0.004277218216290126
-0.005328409539057214,-0.002265714581662882,-0.004866222979057862
0.020261323054483357,-0.0028700235520104822,-0.0021126988128238743
0.01571829707871741,-0.005172396034172647,-1.268649410808228e-06
0.015159814679194122,-0.002762102843554441,-0.0011326489422323462
0.0072757788394973225,-0.004835979847155646,-0.002124956597644458
0.01490566627136383,-0.0027034277397280887,-0.004202413880550505
0.026966265076084864,-0.005678053032767691,-0.005873454156240972
0.01081799140537765,-0.007264872501271899,-0.00649957352184411
0.004033809726018701,-0.007691787365706835,-0.0074282046347362305
0.021631659674087342,-0.004893503282526617,-0.006714607673232266
0.031628508759058,-0.004585442927253029,-0.007605908191103753
0.031628508759058,-0.004570885808177218,-0.007346576544460749
0.03507741312588189,-0.004216288514619065,-0.0037506672512987436
0.01475116056744892,-0.0043129672414091245,-0.002758319015548204
0.02670986571514179,-0.0010912286163452401,-0.005180723834233998
0.026701231541617895,-0.004920476600045274,-0.0014174765479945395
0.015526785984027191,-0.0012652278054203104,-0.001774750162561725
0.025717486753905963,-0.0003234250146127962,-0.004040067292171784
0.033065058767392574,0.003918470441310329,-0.0034360696756596263
0.03728798120772294,-0.0006945146162496027,-0.006432830065598402
0.053563779836966134,0.0005185639907156314,-0.004932262811843557
0.04983893360626534,-0.0033879492590555204,-0.006071414026254725
0.042563939669284866,-0.008752176315221917,-0.007853661268676678
0.043964072748184695,-0.0118198276706109,-0.0072099953255396355
0.036783997122128334,-0.00997725864435772,-0.008437558032642498
0.03816596788850275,-0.014051032953224423,-0.008375904720955585
0.03715096357654286,-0.015039965736926765,-0.00682291008984257
0.04005922695232774,-0.01553198505238408,-0.007837178849308245
0.054009743460932604,-0.014815648336625482,-0.008534352038386846
0.04734568566211927,-0.014076796475418282,-0.007695466368629896
0.04221404904700135,-0.015219796122844109,-0.007700879504161159
0.041352304497615296,-0.011784017266894311,-0.008790247558817074
0.050422260295039545,-0.014010923937403141,-0.007827797143259752
0.04154557515695038,-0.013596991703980299,-0.0072800185082660535
0.021772469126916716,-0.01547692226953738,-0.0035323745895569714
0.030581004870905173,-0.015888308284503834,-0.004802128688968036
0.040270796203209905,-0.014847877537215273,-0.0051709363972861685
0.04923110181147282,-0.01577203643435041,-0.003032928205841885
0.06029181735930138,-0.01549975906274026,-0.004947407292263978
0.06164161047382847,-0.015096414537464692,-0.005028332071848105
0.06339376086533209,-0.013969401148073466,-0.004879241147357675
0.062266799483346846,-0.013817608438576516,-0.006613485758087234
0.06372620408770296,-0.012249208049696972,-0.00455034593131507
0.06952115424355568,-0.010097317096461516,-0.008349050996910757
0.08027914595323106,-0.00815011323481836,-0.0031712869638717096
0.08733155990821953,-0.011224333365103712,-0.0061005271268874325
0.0982521752426207,-0.007109041364452509,-0.006415965921696663
0.10621360693651512,-0.011891070919153772,-0.006943533997842662
0.09618681829678398,-0.00855950824238968,-0.0070502327377743755
0.09908653927771383,-0.011377330673456339,-0.0061125928986382186
0.10250606181325174,-0.01181453556998845,-0.008166864487315873
0.09243938695009678,-0.009384434555114193,-0.008410488590472895
0.09864544225966099,-0.012595914591508566,-0.009364455156219873
0.12017174574785007,-0.013814667550134946,-0.00751949401878577
0.09292237373652434,-0.012739460206311374,-0.008514223424181453
0.10908824455325106,-0.010921776245125223,-0.008377365487906614
0.11743308280158447,-0.0071067217269134035,-0.0073534401566699836
0.13481411253557044,-0.01317975083600527,-0.009512199051360361
0.12966558751208582,-0.0146268879093355,-0.008899454444170542
0.12415031302964556,-0.015372248980036689,-0.00748657328506405
0.11849995371028495,-0.011026342074849921,-0.007242490865463249
0.13245184014220235,-0.011191563170064438,-0.009774517823219957
0.13387686150262074,-0.009197415528290027,-0.009217092151312263
0.1273940424675598,-0.011756665283563741,-0.009061764914703343
0.1390246990429976,-0.007388435201600417,-0.009158155038006538
0.12584356735891972,-0.009642968420251214,-0.009120415595915463
0.13330175473694425,-0.010326721263515132,-0.007164949413729842
0.1259171061308245,-0.010276046468835554,-0.0087686411261813
0.12173999552917464,-0.011802952971732684,-0.008113527056915322
0.12921747956206778,-0.012757458196618233,-0.007930910558233471
0.126846075859962,-0.006374506153936814,-0.005366551268103332
0.1321918199549723,-0.008425514714447016,-0.008047507695364829
0.13489943057115394,-0.006688120222772635,-0.00926279474331868
0.12202307897813507,-0.009692345552661602,-0.008767589168039193
0.14050592506354737,-0.006864837880323951,-0.007189381036936583
0.12730736719028504,-0.012834437045083726,-0.0073322225287526825
0.12280452962327101,-0.010892042282898093,-0.005736858070753144
0.1108716313892668,-0.010489761043975795,-0.004423129556515713
0.1193340085275101,-0.012562613485285428,-0.006841721946120917
0.1108716313892668,-0.010456920926229785,-0.007404415484039637
0.11254680816394885,-0.009528029158396562,-0.006451255552020012
0.12726663405343763,-0.013532683539666062,-0.005610373848335933
0.13043386022785183,-0.014193485554895137,-0.00844422964943853
0.11737971818553966,-0.013011792516761373,-0.008010071914005018
0.1206469861094121,-0.01433807141868229,-0.008083700971141292
0.13065050028895894,-0.013603328036911552,-0.006968412582211407
0.10970449743103579,-0.011984500356168513,-0.008134965156889306
0.11096286517028019,-0.011723799929448568,-0.008786846888544916
0.11513002130451089,-0.009959697024775676,-0.005918980830560782
0.11503146039356979,-0.01383059260829197,-0.003658710916474056
0.10643456888308266,-0.011574063091024359,-0.0012128605494201078
0.1118954631697775,-0.010587030836963331,-0.00246769891147688
0.11885116805429796,-0.01193066882801378,-0.0033112609828275497
0.13643072983300544,-0.010656794424101867,-0.002956335560323057
0.13175737113477207,-0.00864345139623142,-0.005408507560595715
0.13621726503037673,-0.009712986208366792,-0.0057831093371491435
0.1517173720369072,-0.006906657175096623,-0.003775947002369481
0.16491667925592807,-0.009512096745813825,-0.005439048115315723
0.1564185526017886,-0.008925108979447562,-0.003768085481232601
0.15861008838988963,-0.0010439885420898153,-0.006799108977914819
0.1576892347897715,-0.0014850890616247107,-0.006084937177166588
0.16403834356440977,-0.003894473108986677,-0.006080509136367752
0.16557785586110368,-0.0059787729710755,-0.005946114274594446
0.1676507983750939,-0.005525274220503234,-0.006334491041764094
0.18026838619642513,-0.005518599231368327,-0.008494078300589682
0.18054454198022063,-0.009737712776701147,-0.007518336424012089
0.1909875793826811,-0.004306830650765209,-0.005789554656985005
0.19203236543121793,-0.009393781845685378,-0.005075565913642382
0.18466933529205004,-0.009259580877166324,-0.004910218900413968
0.19155879362080666,-0.006030944613746127,-0.008454099009411424
0.2063661967446431,-0.0064984816538727,-0.01068597969784779
0.1961220072215367,-0.005330236429572664,-0.009811997631510494
0.204347705337131,-0.008653367402641127,-0.007377532966794729
0.2109967422272886,-0.0029082721320651665,-0.00480050025991761
0.2126045591879087,-0.005756447498359249,-0.006513520716722939
0.22044731491260872,-0.007257473123532008,-0.0039059094205913625
0.22430294919708038,-0.006470052165256669,-0.006964643140036675
0.23171247623730784,-0.005211624621147764,-0.007124348122562455
0.23067820387938195,-0.007679307987204263,-0.004703530671537981
0.23658911112759665,-0.007064861404427635,-0.005259009437987566
0.23364097388727428,-0.007549356015899224,-0.0007043058117452242
0.21825519406835764,-0.009419257383810506,-0.0015640684366076652
0.22704622996644025,-0.006970460351494287,-0.00511714866510979
0.21943151774176334,-0.00939332924709704,-0.0018594535557481078
0.21140326638956533,-0.009003939165964491,-0.0006734550876365448
0.21631012326914362,-0.006736247668356959,-0.0025291369445062826
0.23014418124927896,-0.007479543761737646,-0.004014111005044006
0.2350610998053104,-0.006073641218335879,-0.005294964247838016
0.24086580169201013,-0.011749652924912205,-0.002239005072819205
0.2305856943664788,-0.010475242861879511,-0.002702053266456268
0.2350009632888523,-0.010558658122014546,-0.00618139970245282
0.226478744092655,-0.008750282740035666,-0.004977354070428743
0.22922378131602186,-0.008975773201922681,-0.006649923511407109
0.22238875264311178,-0.008134115753360538,-0.002849686486658301
0.25315818625732023,-0.005350082670667002,-0.0034228090146066295
0.2765660873286801,-0.005243241653011077,-0.0059788217947758255
0.27158337276974187,-0.007488882587383704,-0.0055859326299393065
0.2616508195197001,-0.004763346158476952,-0.0030166507825809263
0.26371929172614406,-0.0035185229740427306,-0.0019219300876457146
0.26817546382247237,-0.0032416694972315758,-0.0020863802623643474
0.2772139371051486,-0.005382950508895055,-0.00026793399288980166
0.26793898715293596,-0.0008469994146169187,0.005216368993353406
0.2661331513979073,-0.007002956454837772,-0.000899240492790594
0.2702197724738128,-0.002812943981982776,-0.003140678539755448
0.2671659995289087,-0.003571375540957409,-0.00033757782380583104
0.2633659443224028,-0.007292136008445584,-0.004089302260821337
0.26197217599073563,-0.006258343225303961,-0.002941410725221445
0.25812983779546983,-0.003415900738720276,-0.0009279300746445952
0.25173046586454323,-0.004673358688726643,-0.0026963694203049984
0.26194489691205775,-0.0026707226497803614,-0.005834443325277883
0.25154353304760707,-0.0007841936919303766,-0.005691300145816736
0.26300438049795866,0.006090829382835255,-0.0032647212284082354
0.26042676841322887,0.00033030695540426025,-0.0005226173170136665
0.26163438354140317,-0.001768112584238435,-0.0038475089117891046
0.26121314482773467,-0.001173726171421127,-0.003953881299364096
0.2640673090866968,-0.0004282248261994094,-0.002337079680982085
0.27956785421134234,0.00012633501527153113,-0.004643921746531099
0.2829340928191433,0.0022570736809158047,-0.004099200842404107
0.2891310498176698,-0.0007488696028956627,-0.003479806297121844
0.29064504640104116,-0.00011795073530162164,0.0008549084778903363
0.2875038606342474,-0.001127745637285213,-0.0008493022708866168
0.2924596405990633,0.0012908350438342322,-0.0013986683334408121
0.29650184182324246,0.003857080617311034,-0.0019611690018856045
0.3120634388217776,0.0006131935210166704,-0.004068943832159729
0.3108123135996376,0.0008754714504196246,-0.005780202726320544
0.3026505753553001,0.004169425719479443,-0.005837661635240113
0.30982183866479335,0.0038011066324680326,-0.004067460845851332
0.29983105441124375,0.005489980126855892,-0.004621418582497974
0.2987725820077728,0.00654139892744484,-0.005997363912933531
0.3125919748926345,0.0037664570648204753,-0.0057147416976264616
0.30843785474086916,0.00016143951457746854,-0.007096850576298269
0.3168293463637029,-0.004069093797998155,-0.007634892810105549
0.2935219524955072,-0.004755907282017576,-0.005378724346096119
0.3050457245379228,-0.004934008661474383,-0.004105537410408872
0.2957525794580133,-0.0047548692054835,-0.004834056161958174
0.30096707813931395,-0.0042062362870029495,-0.004855412051209767
0.2944934836864657,0.0015533857974230193,-0.00522140608346217
0.3104571079163033,0.0023189681448780217,-0.003876788770882914
0.31483024360023476,0.002628520794901408,-0.0030655228819569834
0.31896113971797835,0.0022302378225844,-0.005739322005856834
0.3064091017741893,-0.0024612799779812175,-0.007086387978199147
0.2936084507547123,-0.004081078764128476,-0.0076695058292727825
0.2916416285304556,-0.005313966783350069,-0.009297913371942508
0.2881760536109861,-0.007941859714708182,-0.008449918782437565
0.2894271788331261,-0.008928709301433121,-0.007234874948810817
0.30699556223305846,-0.0058751313855639805,-0.006330492412359936
0.31910164152406756,-0.00751288405720485,-0.00537019486626906
0.31395911676344096,-0.00834954031467248,-0.003987987710953266
0.3236280495924335,-0.0017113935566480626,-0.0034420608837512916
0.3216612273681768,-0.0038903562608518143,-0.0030733501340243223
0.3220355986437206,-0.003472998839919066,-0.005307990475577264
0.31755780173969705,-0.006665348462685397,-0.00452768461694908
0.32038994446898106,-0.006174803422378321,-0.006922084172191183
0.3221755264634819,-0.0050486240400598415,-0.007060710861326339
0.32133935906912237,-0.007117572888464731,-0.0026938021888830445
0.32080006338100425,-0.005456216336293613,-0.0015547131944916356
0.3149480989299972,-0.004845631677139161,-0.002596829140690767
0.3414683225965489,-0.0045782705242514736,-0.0008063164037436477
0.3549157895627568,-0.006223251904881562,-0.005446020145829668
0.3375512505734386,-0.005912334788626833,-0.0004541307194155533
0.3478633457403356,-0.003916775136615949,-0.004178961152783189
0.35051077719951196,-0.0009801873595169364,-0.00655339407901445
0.32991578562802054,-0.00434597698023074,-0.00484552578454765
0.3282129681944197,-0.0045505919154399405,-0.0018841124046233716
0.30172918301924173,-0.00557196605335551,-0.0012125117878013995
0.30106430491265124,-0.0022054874887280575,-0.006330548159636675
0.2957967392616978,-0.002306626924046465,-0.005730966344429162
0.30723417646040313,0.001499676274719455,-0.007814421259795113
0.3064136082413221,-0.0020614074023437177,-0.00733202545797775
0.30728762058177933,-0.007022857859802247,-0.007687873111579943
0.3208706978243777,-0.006612022125007277,-0.006538281681445965
0.31863231749185683,-0.004965035685596131,-0.004742918956155366
0.3200915881802153,-0.007842973227393354,-0.0074248867268438675
0.3105551792481242,-0.007569529496847323,-0.008819556498478653
0.3088396355045284,-0.007038133080455761,-0.010270982868252168
0.30883963550452836,-0.005546168321441211,-0.0076818745884092085
0.33927021843504074,-0.0033545080554216165,-0.008470117813892964
0.3242826730175197,-0.0015114070147096252,-0.008592247796936995
0.33879648132696655,-0.004148691007523067,-0.008567760872311847
0.3407633035512233,-0.0036541357555288406,-0.009489377879292252
0.33241775417193076,-0.0060419311169887255,-0.009846449368201554
0.3347949771873253,-0.004946056090399352,-0.009235136376953935
0.3150623515802288,-0.006301569646197694,-0.009558149600186402
0.31547581699838617,-0.006897145849163119,-0.009210874811803391
0.3175010616466221,-0.004201584181448629,-0.008108831045994044
0.3175010616466221,0.0001827680816282525,-0.007304285644514379
0.3155714138212023,-0.0007419796559122353,-0.008414063278474654
0.32287516713318665,-0.0017437583507456226,-0.009861005223461651
0.3560830330052434,-0.0004365238217632244,-0.009748434656539424
0.3567309578457986,-0.0011366824371486512,-0.010906847933497412
0.3437977444703799,-0.0016564640914997688,-0.01071773534878052
0.33480493092123753,-0.0016270451972280732,-0.010653996432564561
0.33480493092123753,-0.0029319975538393927,-0.01117014231421647
0.32092422461564246,-0.002605566864808226,-0.010754155321428996
0.3456766776040974,-0.005195235115863977,-0.009719708166227397
0.318518055943162,-0.005127339649366603,-0.007523861247287471
0.318518055943162,-0.00216847712445557,-0.006420371312280201
0.31879864050569395,-0.0013772856409087608,-0.006379173538797107
0.3141614619914726,-0.0024607896190376563,-0.008432352451657339
0.31396316699514154,-0.0037171559460189227,-0.006212125305633228
0.316210449914778,-0.0019811150456492915,-0.007642183606153577
0.3172557554045391,-0.0020160991356025647,-0.008247266529397465
0.31482276105135987,-0.001009538169976989,-0.00476148110614203
0.32346955691273477,3.742965629838302e-05,-0.0042425341262708315
0.32663488875309954,-0.001847986738954884,-0.004376860412227751
0.3269724759838852,-0.000253498500618029,-0.00584294184160436
0.3175092133328615,-0.0019003499871949436,-0.007448147965464344
0.3177416015868809,-0.0013533616739604961,-0.008662085367967937
0.3152764846934637,-0.001874952928773646,-0.006036205486984271
0.32378961731403194,-0.001995041788035804,-0.005443094438898525
0.32535854789739554,0.0027672133147083975,-0.005918922009234691
0.31244485815290307,0.0016993220132921472,-0.008536577814360855
0.3162754397920221,0.0012672983302544148,-0.006610919975801603
0.3146620902198167,-0.0018628507392302567,-0.006363774811952568
0.3176995379561051,8.380850355505708e-05,-0.003935668070045381
0.31541598859963393,0.0013173263847746002,-0.0026044056562980573
0.32586521184720485,-0.0027757347714802236,-0.003381160315920154
0.3283540478813483,-0.002931548079119228,-0.0038680547260303
0.3216062922570213,-0.0027332065547774837,-0.00344046884650401
0.3146916630326702,-0.003830753889331247,-0.004026869640778186
0.32538869922453323,-0.0031202206936695913,-0.004303991588508515
0.3207371015708337,-0.004103148108390955,0.002049720591666831
0.31108347826313354,-0.00216072545421571,0.0028078563515984687
0.3110686320871452,0.0009531684239036096,-0.0008021799942197987
0.3284387192208458,-0.004428232379097794,0.0007590567977326796
0.33025852440461095,-0.0017387361962596475,-0.0029031172173351375
0.3231216072402985,0.004178754425245654,-0.0014549326348169442
0.3146349010624344,7.079626714187274e-05,-0.0026651968743241976
0.3044704252706701,0.0016934831578575237,-0.007817546207278647
0.3217680972362434,-0.00015158741801198035,-0.008362486127309214
0.3220795527481953,0.0012427419638348946,-0.005047854484653652
0.3094953922641682,0.0003659253892516333,-0.00643200094664858
0.310744496681365,0.0025642861284466694,-0.004436970706249093
0.32451296997831197,0.0032826209141526112,-0.005024350994866872
0.32468852359267514,0.007261180795039092,-0.0045123011444404264
0.2965995602814027,0.006152678420811174,-0.0070057375889626804
0.3042554500766413,0.0016328335062490054,-0.004874007161787969
0.3030389529000516,0.0013571838308677063,-0.007349938588645297
0.3119778001256934,9.37643577309087e-05,-0.006281623350783158
0.3179961986679755,-0.000880147900666863,-0.008220790496933502
0.31835652728072916,0.00020725791570840133,-0.007965121354545919
0.3187669750649218,-0.001368101168930204,-0.00780501798017147
0.3113450502738941,-0.0012132140309604842,-0.008236898632092796
0.31957302445731883,-0.0007437526680521561,-0.00921554900702518
0.3316130161455827,-0.0012491337416082396,-0.00930600124755997
0.33282074661443295,0.0012504701690916743,-0.010310964952777349
0.33282074661443295,-0.0013210418960938012,-0.009892159684158162
0.3335894911702385,-0.0031061221196939603,-0.008706092807815471
0.31783403072715727,0.001654326903117369,-0.007985584186001073
0.32200185243471496,-0.0008669110975984545,-0.009021276506825052
0.323933371419151,0.0012495178453428226,-0.00746404653485776
0.323933371419151,-0.00445736135248656,-0.007771440971270115
0.3216532587412028,-0.002388066686024851,-0.008884527633408737
0.29869676130700956,-0.004182777551572221,-0.009972661119430506
0.29085623406436073,-0.005825522166928794,-0.008626401503426508
0.2900687685156211,-0.004205699962605703,-0.0087569845514779
0.31112944866894315,-0.0031894534833338166,-0.009915699671566346
0.3016051540065362,-0.004230045102249805,-0.009192571051249983
0.31765635164887107,-0.006177296504901865,-0.010787001418794307
0.3150175250369259,-0.0052687140531436265,-0.009955371272665202
0.3150175250369259,-0.003168434684584458,-0.01145100761514597
0.3149002395468769,-0.002370178306438633,-0.01091525327018532
0.31948027933205386,0.0005601922078432821,-0.009837413036210042
0.305205351683706,-0.002177901751921734,-0.011052987904166716
0.305205351683706,-0.002033820030483223,-0.012237009770657645
0.2977935761724234,0.0035593418322629466,-0.012889020345478766
0.3046776184094643,0.0032415749367917133,-0.012121081146161618
0.305205351683706,0.003926481328870796,-0.01166029145536314
0.305205351683706,0.00013596178418735812,-0.01159661019592906
